time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-05-15T17:46:44.590Z,38.1847,-117.7463,0.7,2.6,ml,20,92.68,0.401,0.12,nn,nn00725543,2020-05-15T21:57:37.040Z,"45km WNW of Tonopah, Nevada",earthquake,,8.9,,,automatic,nn,nn
2020-05-15T17:45:13.740Z,38.139,-118.0278,5,2.7,ml,20,77.32,0.3,0.2,nn,nn00725542,2020-05-15T21:52:25.040Z,"66km W of Tonopah, Nevada",earthquake,,18.4,,,automatic,nn,nn
2020-05-15T17:42:26.101Z,38.1894,-118.0841,16.4,3.1,ml,13,48.21,0.25,0.1244,nn,nn00725538,2020-05-27T17:45:46.172Z,"22 km S of Mina, Nevada",earthquake,,3.2,0.25,3,reviewed,nn,nn
2020-05-15T17:41:27.850Z,38.194,-118.023,10.1,2.5,ml,9,125.53,0.367,0.16,nn,nn00725539,2020-05-15T21:46:13.040Z,"65km SE of Hawthorne, Nevada",earthquake,,1.2,,,automatic,nn,nn
2020-05-15T17:38:16.880Z,38.154,-118.0212,14.5,3.3,ml,16,42.54,0.298,0.1063,nn,nn00725533,2020-05-20T18:22:30.470Z,"27 km SSE of Mina, Nevada",earthquake,,1.1,0.52,4,reviewed,nn,nn
2020-05-15T17:36:13.909Z,44.3872,-115.1823,10,2.5,ml,,82,0.911,0.59,us,us70009h2l,2020-05-16T01:38:56.096Z,"69km ESE of Cascade, Idaho",earthquake,1.9,2,0.081,20,reviewed,us,us
2020-05-15T17:25:20.680Z,38.1382,-118.0144,10.8,3.5,ml,13,46.84,0.315,0.1711,nn,nn00725526,2020-05-20T14:36:36.551Z,"70km NNE of Dixon Lane-Meadow Creek, California",earthquake,,4.1,0.44,7,reviewed,nn,nn
2020-05-15T17:22:06.290Z,38.1807,-118.0553,6.8,2.6,ml,11,134.99,0.266,0.09,nn,nn00725524,2020-05-15T21:37:36.040Z,"68km SE of Hawthorne, Nevada",earthquake,,11.1,,,automatic,nn,nn
2020-05-15T17:18:29.729Z,38.1878,-117.7321,1.6,3.3,ml,15,76.87,0.413,0.1652,nn,nn00725521,2020-05-27T17:08:51.890Z,"39 km SE of Mina, Nevada",earthquake,,92.9,0.46,4,reviewed,nn,nn
2020-05-15T17:08:07.430Z,38.1747,-117.8329,8.4,3.7,ml,14,48.15,0.362,0.1369,nn,nn00725516,2020-05-16T18:41:19.504Z,"51km WNW of Tonopah, Nevada",earthquake,,2.2,0.38,8,reviewed,nn,nn
2020-05-15T16:52:53.596Z,38.1736,-117.8368,4.8,3.5,ml,22,48.5,0.36,0.2211,nn,nn00725509,2020-05-16T17:55:21.005Z,"55km WNW of Tonopah, Nevada",earthquake,,1.2,0.48,10,reviewed,nn,nn
2020-05-15T16:48:36.299Z,40.2638,142.0607,66.04,4.4,mb,,140,0.923,1.21,us,us70009gyu,2020-05-15T20:41:44.040Z,"54km ESE of Hachinohe, Japan",earthquake,6,6.6,0.105,26,reviewed,us,us
2020-05-15T16:44:31.930Z,38.1683,-118.0257,5.8,2.7,ml,14,116.85,0.273,0.04,nn,nn00725503,2020-05-15T20:36:18.040Z,"65km SE of Hawthorne, Nevada",earthquake,,9.1,,,automatic,nn,nn
2020-05-15T16:41:40.860Z,38.1205,-117.8705,0.1,2.6,ml,18,166.81,0.501,0.21,nn,nn00725500,2020-05-15T20:33:44.040Z,"56km W of Tonopah, Nevada",earthquake,,10.4,,,automatic,nn,nn
2020-05-15T16:35:44.855Z,38.1762,-117.8097,7.2,3.9,ml,11,61.67,0.374,0.149,nn,nn00725492,2020-05-16T19:28:26.509Z,"50km WNW of Tonopah, Nevada",earthquake,,7,0.37,5,reviewed,nn,nn
2020-05-15T16:33:59.700Z,38.155,-117.912,8.3,2.9,ml,25,48.12,0.724,0.25,nn,nn00725489,2020-05-15T20:31:14.040Z,"60km W of Tonopah, Nevada",earthquake,,1.2,,,automatic,nn,nn
2020-05-15T16:32:08.000Z,38.1593,-117.8927,12,2.7,ml,14,91.86,0.514,0.22,nn,nn00725488,2020-05-15T20:26:41.040Z,"59km W of Tonopah, Nevada",earthquake,,1.3,,,automatic,nn,nn
2020-05-15T16:26:12.069Z,38.1955,-117.8834,17,2.8,ml,13,84.36,0.319,0.1427,nn,nn00725486,2020-05-26T23:37:53.362Z,"29 km SE of Mina, Nevada",earthquake,,1.7,0.22,2,reviewed,nn,nn
2020-05-15T16:22:22.046Z,38.142,-118.008,0,2.6,ml,15,54.3,0.313,0.1586,nn,nn00725484,2020-05-26T23:38:55.962Z,"28 km SSE of Mina, Nevada",earthquake,,0,0.5,3,reviewed,nn,nn
2020-05-15T16:16:21.080Z,38.172,-117.881,10.7,2.8,ml,14,92.97,0.509,0.25,nn,nn00725482,2020-05-16T00:18:55.239Z,"58km WNW of Tonopah, Nevada",earthquake,,1.5,,,automatic,nn,nn
2020-05-15T16:09:20.560Z,38.1927,-117.8893,10.2,2.8,ml,23,49.35,0.481,0.26,nn,nn00725478,2020-05-26T22:58:03.866Z,"59km WNW of Tonopah, Nevada",earthquake,,1.7,,,automatic,nn,nn
2020-05-15T16:07:52.260Z,38.2012,-117.8659,14,3,ml,13,235.88,0.325,0.1685,nn,nn00735763,2020-05-26T22:57:47.732Z,"29 km SE of Mina, Nevada",earthquake,,8.2,0.21,2,reviewed,nn,nn
2020-05-15T16:07:49.810Z,38.1805,-118.0672,1.5,2.9,ml,,128,0.244,1.14,us,us70009gxc,2020-05-16T01:31:57.486Z,"61km SE of Hawthorne, Nevada",earthquake,2.5,2.7,0.04,84,reviewed,nn,us
2020-05-15T16:01:39.950Z,38.2277,-118.047,22.4,2.8,ml,12,128.61,0.907,0.22,nn,nn00725475,2020-05-15T20:16:24.040Z,"60km ESE of Hawthorne, Nevada",earthquake,,2.4,,,automatic,nn,nn
2020-05-15T15:59:17.470Z,38.197,-117.7395,8.6,2.8,ml,19,60.47,0.78,0.18,nn,nn00725472,2020-05-16T00:01:59.044Z,"46km WNW of Tonopah, Nevada",earthquake,,0.8,,,automatic,nn,nn
2020-05-15T15:57:26.110Z,38.1595,-118.0107,3.1,2.6,ml,11,100.94,0.294,0.33,nn,nn00725471,2020-05-16T00:00:03.108Z,"67km SE of Hawthorne, Nevada",earthquake,,3.3,,,automatic,nn,nn
2020-05-15T15:56:35.910Z,38.1518,-117.866,5.8,2.8,ml,24,67.97,0.355,0.1,nn,nn00725469,2020-05-15T23:59:38.211Z,"56km W of Tonopah, Nevada",earthquake,,12,,,automatic,nn,nn
2020-05-15T15:52:28.170Z,38.1965,-117.881,6.3,2.6,ml,16,67.72,0.503,0.36,nn,nn00725468,2020-05-15T23:55:30.251Z,"58km WNW of Tonopah, Nevada",earthquake,,4.5,,,automatic,nn,nn
2020-05-15T15:49:14.270Z,38.2079,-117.7412,6.56,3,ml,,122,0.395,0.46,us,us70009gwi,2020-05-15T20:01:06.943Z,"47km WNW of Tonopah, Nevada",earthquake,1.5,5.6,0.049,54,reviewed,us,us
2020-05-15T15:37:39.410Z,38.2493,-117.8732,13.4,2.8,ml,21,108.93,0.293,0.07,nn,nn00725462,2020-05-15T19:52:34.040Z,"59km WNW of Tonopah, Nevada",earthquake,,3.3,,,automatic,nn,nn
2020-05-15T15:23:24.676Z,38.1667,-117.8006,7.6,4.8,ml,14,46.65,0.385,0.1628,nn,nn00725454,2020-05-25T13:19:31.982Z,"51km WNW of Tonopah, Nevada",earthquake,,4.3,0.32,6,reviewed,nn,nn
2020-05-15T15:21:25.640Z,38.1665,-117.962,0.8,3.1,ml,18,47.6,0.402,0.19,nn,nn00725448,2020-05-15T16:29:56.040Z,"65km W of Tonopah, Nevada",earthquake,,14.7,,,automatic,nn,nn
2020-05-15T15:19:44.660Z,38.1765,-117.8539,2.2,2.7,ml,16,75.8,0.349,0.1293,nn,nn00725446,2020-05-16T23:25:12.411Z,"23km S of Goldfield, Nevada",earthquake,,3.1,0.17,2,reviewed,nn,nn
2020-05-15T15:18:55.456Z,-30.015,-176.4514,10,5.1,mb,,63,1.497,0.67,us,us70009gux,2020-05-15T15:38:30.040Z,"162km ESE of Raoul Island, New Zealand",earthquake,10.7,1.8,0.082,48,reviewed,us,us
2020-05-15T15:16:04.930Z,38.1548,-117.9372,1,2.7,ml,19,90.01,0.317,0.23,nn,nn00725442,2020-05-15T19:45:02.040Z,"62km W of Tonopah, Nevada",earthquake,,15.3,,,automatic,nn,nn
2020-05-15T15:08:32.040Z,35.5278333,-117.4868333,7.34,2.49,ml,43,67,0.06189,0.13,ci,ci39201527,2020-05-18T16:44:06.530Z,"20km ESE of Ridgecrest, CA",earthquake,0.13,0.39,0.18,26,reviewed,ci,ci
2020-05-15T15:07:25.705Z,38.1562,-117.898,2.9,3.9,ml,17,47.81,0.343,0.2164,nn,nn00725434,2020-05-16T15:08:19.453Z,"60km W of Tonopah, Nevada",earthquake,,2.4,0.45,7,reviewed,nn,nn
2020-05-15T15:05:53.515Z,-15.1728,-172.6331,26.17,5.2,mb,,100,4.664,0.72,us,us70009gu8,2020-05-15T22:17:43.040Z,"147km NE of Hihifo, Tonga",earthquake,7.6,4.9,0.097,35,reviewed,us,us
2020-05-15T15:05:27.380Z,38.1503,-117.9862,9.1,2.9,ml,24,87.42,0.395,0.26,nn,nn00725433,2020-05-15T19:38:40.040Z,"66km W of Tonopah, Nevada",earthquake,,2.5,,,automatic,nn,nn
2020-05-15T14:58:50.525Z,38.1683,-117.954,6.5,3.3,ml,30,48.39,0.308,0.1815,nn,nn00725426,2020-05-20T04:47:22.755Z,"66km W of Tonopah, Nevada",earthquake,,2.6,0.31,12,reviewed,nn,nn
2020-05-15T14:56:57.370Z,38.3073,-117.9232,11.9,2.6,ml,12,132.84,0.412,0.16,nn,nn00725425,2020-05-15T17:34:54.040Z,"63km ESE of Hawthorne, Nevada",earthquake,,1.9,,,automatic,nn,nn
2020-05-15T14:54:51.700Z,38.209,-117.8603,3.9,2.6,ml,16,135.42,0.297,0.04,nn,nn00725422,2020-05-15T15:20:59.040Z,"57km WNW of Tonopah, Nevada",earthquake,,0.9,,,automatic,nn,nn
2020-05-15T14:49:21.980Z,-15.576,-173.0466,12.6,5.7,mww,,46,4.581,1.18,us,us70009gsj,2020-05-16T15:47:16.667Z,"85km ENE of Hihifo, Tonga",earthquake,8.7,2.4,0.068,21,reviewed,us,us
2020-05-15T14:47:54.176Z,38.1473,-117.9537,6.1,2.7,ml,17,94.76,0.327,0.3398,nn,nn00725420,2020-05-20T01:52:53.910Z,"63km W of Tonopah, Nevada",earthquake,,6.2,0.28,6,reviewed,nn,nn
2020-05-15T14:36:13.829Z,38.2239,-117.7872,6.5,2.9,ml,20,71.54,0.357,0.1794,nn,nn00725417,2020-05-22T17:49:13.895Z,"33 km ESE of Mina, Nevada",earthquake,,1.6,0.42,10,reviewed,nn,nn
2020-05-15T14:30:53.804Z,38.188,-117.7224,4.7,3.1,ml,23,75.56,0.419,0.2289,nn,nn00725415,2020-05-22T11:03:55.040Z,"45km WNW of Tonopah, Nevada",earthquake,,2,0.34,11,reviewed,nn,nn
2020-05-15T14:25:46.467Z,38.1726,-117.7408,4.7,2.6,ml,16,92.38,0.417,0.2096,nn,nn00725988,2020-05-22T17:42:53.457Z,"40 km SE of Mina, Nevada",earthquake,,1.8,0.32,7,reviewed,nn,nn
2020-05-15T14:22:17.064Z,38.1588,-117.9726,10,2.8,ml,,89,0.375,0.24,us,us70009gr6,2020-05-16T04:06:14.301Z,"65km W of Tonopah, Nevada",earthquake,2.1,2,0.05,52,reviewed,us,us
2020-05-15T14:20:23.640Z,17.8213,-66.8568,2,2.94,md,21,232,0.1554,0.38,pr,pr2020136001,2020-05-15T17:16:42.040Z,"26km SSE of Guanica, Puerto Rico",earthquake,0.96,1.1,0.25,18,reviewed,pr,pr
2020-05-15T14:19:32.480Z,19.4255,-155.6125,-2.39,2.48,md,54,98,0.02675,0.2,hv,hv71514427,2020-05-18T06:16:20.040Z,"26km NNW of Pahala, Hawaii",earthquake,0.24,0.25,0.115,12,reviewed,hv,hv
2020-05-15T14:12:05.385Z,-6.4689,128.2628,321.59,4.8,mb,,68,3.366,0.91,us,us70009gr1,2020-05-15T14:26:26.040Z,"Banda Sea",earthquake,8.3,7.6,0.079,49,reviewed,us,us
2020-05-15T14:10:49.180Z,38.1522,-117.9148,7.4,2.5,ml,8,142.02,0.391,0.27,nn,nn00725407,2020-05-22T07:26:29.040Z,"60km W of Tonopah, Nevada",earthquake,,24.3,,,automatic,nn,nn
2020-05-15T14:09:28.229Z,38.1881,-117.9758,3.4,3,ml,31,62.32,0.283,0.2642,nn,nn00725402,2020-05-22T07:16:40.040Z,"66km WNW of Tonopah, Nevada",earthquake,,2.7,0.38,11,reviewed,nn,nn
2020-05-15T14:07:46.590Z,18.038,-66.792,13,3.12,md,20,94,0.1075,0.18,pr,pr2020136000,2020-05-22T06:59:10.040Z,"2km N of Guayanilla, Puerto Rico",earthquake,0.47,0.42,0.22,14,reviewed,pr,pr
2020-05-15T14:05:52.440Z,17.917,-66.8781,4,2.48,md,19,203,0.0581,0.25,pr,pr2020136006,2020-05-16T19:17:26.416Z,"6km SSE of Guanica, Puerto Rico",earthquake,0.72,0.49,0.13,11,reviewed,pr,pr
2020-05-15T14:04:08.254Z,38.2484,-117.8111,7.1,3.2,ml,28,79.3,0.327,0.1838,nn,nn00725400,2020-05-20T01:21:49.469Z,"50km WNW of Tonopah, Nevada",earthquake,,3,0.26,9,reviewed,nn,nn
2020-05-15T14:00:29.399Z,38.1359,-118.0196,8.32,3.1,ml,,98,0.315,1.03,us,us70009gq6,2020-05-26T21:31:00.305Z,"68km SE of Hawthorne, Nevada",earthquake,1.8,9.7,0.41,6,reviewed,us,nn
2020-05-15T14:00:28.358Z,38.1587,-118.0012,10,3.4,ml,16,105,0.3,0.1759,nn,nn00725399,2020-05-26T21:31:07.509Z,"27 km SSE of Mina, Nevada",earthquake,,3.5,0.49,4,reviewed,nn,nn
2020-05-15T13:58:03.972Z,38.1472,-117.9298,7.3,2.7,ml,19,81.74,0.336,0.2194,nn,nn00725393,2020-05-22T17:33:28.760Z,"31 km SSE of Mina, Nevada",earthquake,,1.8,0.32,8,reviewed,nn,nn
2020-05-15T13:51:37.151Z,38.1692,-117.9421,6.7,4.2,ml,21,90.57,0.312,0.198,nn,nn00725387,2020-05-22T17:28:55.342Z,"28 km SSE of Mina, Nevada",earthquake,,2.8,0.54,9,reviewed,nn,nn
2020-05-15T13:51:36.893Z,38.1734,-118.0509,10,3.8,mb,,45,0.271,0.92,us,us70009gpz,2020-05-25T12:12:07.511Z,"63km SE of Hawthorne, Nevada",earthquake,1.8,2,0.293,3,reviewed,us,us
2020-05-15T13:46:59.754Z,38.2136,-117.7643,7.8,2.8,ml,,91,0.377,0.51,us,us70009gq0,2020-05-22T06:37:38.040Z,"35 km ESE of Mina, Nevada",earthquake,1.3,5.8,0.055,44,reviewed,us,us
2020-05-15T13:45:45.973Z,38.1836,-117.7378,7.1,3.4,ml,17,50.13,0.412,0.1908,nn,nn00725380,2020-05-26T21:09:26.409Z,"39 km SE of Mina, Nevada",earthquake,,1.8,0.3,10,reviewed,nn,nn
2020-05-15T13:43:22.970Z,38.1421,-117.9289,4.5,2.6,ml,19,96.28,0.341,0.2289,nn,nn00725379,2020-05-22T17:08:16.031Z,"31 km SSE of Mina, Nevada",earthquake,,1.8,0.38,9,reviewed,nn,nn
2020-05-15T13:40:16.499Z,38.1926,-117.9475,17.5,2.8,ml,15,99.96,0.291,0.1465,nn,nn00725376,2020-05-26T21:05:13.276Z,"26 km SSE of Mina, Nevada",earthquake,,2.3,0.24,2,reviewed,nn,nn
2020-05-15T13:39:04.457Z,38.1437,-117.9485,6.1,3.9,ml,22,47.23,0.332,0.1717,nn,nn00725373,2020-05-25T12:17:38.955Z,"30 km SSE of Mina, Nevada",earthquake,,2.2,0.42,11,reviewed,nn,nn
2020-05-15T13:35:24.791Z,38.2234,-117.7759,8.6,3.8,ml,22,48.05,0.364,0.2047,nn,nn00725367,2020-05-25T12:06:44.292Z,"34 km ESE of Mina, Nevada",earthquake,,2,0.38,10,reviewed,nn,nn
2020-05-15T13:32:03.198Z,38.1715,-117.8617,3.9,3.2,ml,16,47.3,0.349,0.1349,nn,nn00725363,2020-05-26T20:43:48.533Z,"32 km SE of Mina, Nevada",earthquake,,4.8,0.29,3,reviewed,nn,nn
2020-05-15T13:28:18.155Z,38.2119,-118.0315,10.7,3.1,ml,15,85.1,0.242,0.2899,nn,nn00725360,2020-05-22T16:53:00.828Z,"63km WNW of Tonopah, Nevada",earthquake,,2.6,0.31,4,reviewed,nn,nn
2020-05-15T13:24:42.318Z,38.168,-117.8574,5,3.3,ml,21,68.57,0.353,0.2052,nn,nn00725359,2020-05-18T22:39:17.040Z,"55km WNW of Tonopah, Nevada",earthquake,,3,0.25,7,reviewed,nn,nn
2020-05-15T13:21:42.609Z,38.1454,-117.9473,8.7,2.8,ml,21,80.43,0.331,0.1768,nn,nn00725357,2020-05-22T16:46:04.185Z,"30 km SSE of Mina, Nevada",earthquake,,1.4,0.34,10,reviewed,nn,nn
2020-05-15T13:17:11.105Z,38.1566,-117.8841,8,2.6,ml,24,83.83,0.349,0.2107,nn,nn00725352,2020-05-22T16:39:49.292Z,"32 km SE of Mina, Nevada",earthquake,,2.2,0.31,11,reviewed,nn,nn
2020-05-15T13:08:57.907Z,38.1617,-117.8552,10.9,2.7,ml,13,80.45,0.359,0.1974,nn,nn00725349,2020-05-22T16:33:57.007Z,"33 km SE of Mina, Nevada",earthquake,,14.1,0.37,6,reviewed,nn,nn
2020-05-15T13:02:12.301Z,38.1663,-117.7952,7.6,4.3,ml,14,46.68,0.389,0.167,nn,nn00725345,2020-05-25T09:42:09.458Z,"50km WNW of Tonopah, Nevada",earthquake,,2.4,0.33,6,reviewed,nn,nn
2020-05-15T13:00:53.989Z,38.1635,-117.8429,0,2.9,ml,13,160.78,0.364,0.1317,nn,nn00725344,2020-05-22T16:30:12.912Z,"34 km SE of Mina, Nevada",earthquake,,0,0.4,4,reviewed,nn,nn
2020-05-15T12:58:25.668Z,38.1721,-117.7472,0,3,ml,17,74.28,0.413,0.1737,nn,nn00725343,2020-05-22T16:18:17.889Z,"39 km SE of Mina, Nevada",earthquake,,0,0.33,7,reviewed,nn,nn
2020-05-15T12:54:19.770Z,38.1525,-118.039,4.9,3.3,ml,17,48.82,0.295,0.1308,nn,nn00725341,2020-05-26T20:13:15.777Z,"27 km SSE of Mina, Nevada",earthquake,,3.8,0.47,4,reviewed,nn,nn
2020-05-15T12:52:46.001Z,25.9883,62.2838,10,4.7,mb,,166,5.592,0.74,us,us70009gmw,2020-05-15T13:12:26.040Z,"76km W of Turbat, Pakistan",earthquake,7.7,2,0.08,47,reviewed,us,us
2020-05-15T12:50:20.602Z,38.2428,-117.772,21.3,3.3,ml,12,99.81,0.356,0.1759,nn,nn00725340,2020-05-22T11:14:52.040Z,"51km WNW of Tonopah, Nevada",earthquake,,3.1,0,1,reviewed,nn,nn
2020-05-15T12:47:34.114Z,38.1977,-117.7855,6.3,3.3,ml,5,85.95,0.374,0.0812,nn,nn00725337,2020-05-16T02:16:04.500Z,"50km WNW of Tonopah, Nevada",earthquake,,10.3,0,1,reviewed,nn,nn
2020-05-15T12:45:06.622Z,38.177,-117.8634,17.7,3,ml,14,68.18,0.344,0.1672,nn,nn00725335,2020-05-17T11:51:50.040Z,"57km WNW of Tonopah, Nevada",earthquake,,1.8,0.34,3,reviewed,nn,nn
2020-05-15T12:42:03.848Z,38.1661,-118.0052,12.2,2.9,ml,13,101.55,0.292,0.1049,nn,nn00725333,2020-05-17T11:38:12.040Z,"62km SE of Hawthorne, Nevada",earthquake,,2.5,0.56,4,reviewed,nn,nn
2020-05-15T12:39:18.132Z,38.1563,-117.9024,15.7,2.8,ml,14,103.47,0.341,0.2136,nn,nn00725331,2020-05-17T11:22:23.040Z,"61km W of Tonopah, Nevada",earthquake,,2,0.28,3,reviewed,nn,nn
2020-05-15T12:36:27.512Z,38.1741,-117.91,10,3,ml,,66,0.322,0.4,us,us70009gls,2020-05-17T11:08:07.344Z,"60km WNW of Tonopah, Nevada",earthquake,2.1,2,0.059,38,reviewed,us,us
2020-05-15T12:31:37.133Z,38.1714,-117.8683,18,3.1,ml,15,94.29,0.345,0.1645,nn,nn00725328,2020-05-17T10:57:32.040Z,"57km W of Tonopah, Nevada",earthquake,,1.5,0.22,4,reviewed,nn,nn
2020-05-15T12:13:57.266Z,38.1472,-117.9402,7.2,2.8,ml,17,81.2,0.332,0.1691,nn,nn00725327,2020-05-18T13:34:28.040Z,"64km W of Tonopah, Nevada",earthquake,,1.3,0.43,6,reviewed,nn,nn
2020-05-15T12:12:42.327Z,38.1916,-117.898,5.5,3.2,ml,11,83.68,0.315,0.2121,nn,nn00725325,2020-05-16T02:14:37.931Z,"62km WNW of Tonopah, Nevada",earthquake,,2.4,0.47,6,reviewed,nn,nn
2020-05-15T12:10:24.755Z,38.1621,-117.8707,18.2,3.5,ml,8,85.57,0.351,0.175,nn,nn00725323,2020-05-17T08:12:22.040Z,"54km WNW of Tonopah, Nevada",earthquake,,1.5,0.18,3,reviewed,nn,nn
2020-05-15T12:07:03.571Z,38.2341,-117.8116,4.1,2.6,ml,10,92.78,0.335,0.1997,nn,nn00725322,2020-05-16T11:40:20.040Z,"52km WNW of Tonopah, Nevada",earthquake,,4.1,0.39,3,reviewed,nn,nn
2020-05-15T12:03:50.970Z,38.1662,-117.8814,0,3,ml,8,129.5,0.343,0.201,nn,nn00725320,2020-05-16T11:30:35.040Z,"59km WNW of Tonopah, Nevada",earthquake,,0,0.45,3,reviewed,nn,nn
2020-05-15T12:03:32.278Z,38.1642,-117.8674,9.3,2.8,ml,9,95.61,0.351,0.1525,nn,nn00725321,2020-05-16T02:10:00.808Z,"58km WNW of Tonopah, Nevada",earthquake,,3.1,0.35,4,reviewed,nn,nn
2020-05-15T12:00:41.572Z,38.1667,-117.8104,6.3,4.5,ml,17,47.15,0.38,0.1735,nn,nn00725312,2020-05-24T16:23:08.633Z,"48km WNW of Tonopah, Nevada",earthquake,,2.8,0.33,9,reviewed,nn,nn
2020-05-15T11:58:29.320Z,38.1649,-117.8799,10,3.5,ml,,67,0.499,0.89,us,us70009gka,2020-05-26T19:56:47.006Z,"58km W of Tonopah, Nevada",earthquake,2.5,2,0.04,84,reviewed,us,us
2020-05-15T11:57:00.918Z,38.1656,-117.9028,3.1,3.4,ml,5,82.97,0.333,0.0882,nn,nn00725310,2020-05-26T19:57:43.087Z,"30 km SE of Mina, Nevada",earthquake,,5.8,0,1,reviewed,nn,nn
2020-05-15T11:52:07.184Z,38.1469,-117.9831,5.8,4.8,ml,17,43.51,0.316,0.1775,nn,nn00725306,2020-05-24T14:18:24.746Z,"59km WNW of Tonopah, Nevada",earthquake,,2,0.4,8,reviewed,nn,nn
2020-05-15T11:47:39.733Z,38.1944,-117.777,17.8,2.5,ml,7,72.44,0.381,0.136,nn,nn00725303,2020-05-22T16:05:24.280Z,"36 km SE of Mina, Nevada",earthquake,,1.5,0.18,3,reviewed,nn,nn
2020-05-15T11:45:28.836Z,38.1324,-117.9723,7.3,3.4,ml,12,88.18,0.333,0.1735,nn,nn00725300,2020-05-22T15:59:55.582Z,"31 km SSE of Mina, Nevada",earthquake,,2.1,0.78,6,reviewed,nn,nn
2020-05-15T11:40:16.460Z,38.0703,-118.0958,10.5,3.4,ml,9,172.2,0.9,0.23,nn,nn00725299,2020-05-15T18:10:28.384Z,"67km SE of Hawthorne, Nevada",earthquake,,2.4,,,automatic,nn,nn
2020-05-15T11:30:16.409Z,38.1337,-117.9888,5.5,4,ml,18,46.72,0.327,0.1651,nn,nn00725296,2020-05-24T14:18:30.536Z,"66km W of Tonopah, Nevada",earthquake,,2.9,0.43,9,reviewed,nn,nn
2020-05-15T11:26:02.019Z,38.1849,-117.894,5.8,5.1,ml,17,49.24,0.322,0.1761,nn,nn00725291,2020-05-28T03:21:37.018Z,"58km WNW of Tonopah, Nevada",earthquake,,6.2,0.24,7,reviewed,nn,nn
2020-05-15T11:25:42.783Z,38.1825,-117.9607,7.58,3.6,ml,,49,0.293,0.72,us,us70009gji,2020-05-16T11:26:47.560Z,"65km WNW of Tonopah, Nevada",earthquake,1.8,5.6,0.148,10,reviewed,us,us
2020-05-15T11:18:12.392Z,38.1596,-117.9598,3.8,4.9,ml,14,47.97,0.314,0.178,nn,nn00725284,2020-05-16T11:20:03.412Z,"62km W of Tonopah, Nevada",earthquake,,4.3,0.43,6,reviewed,nn,nn
2020-05-15T11:17:22.243Z,38.162,-117.9225,5,3.8,ml,14,48.11,0.327,0.2507,nn,nn00725330,2020-05-24T09:23:23.609Z,"61km W of Tonopah, Nevada",earthquake,,10.7,0.37,5,reviewed,nn,nn
2020-05-15T11:12:37.268Z,38.2029,-117.8787,6.7,4,ml,13,83.09,0.316,0.2601,nn,nn00725279,2020-05-23T07:21:50.079Z,"56km WNW of Tonopah, Nevada",earthquake,,3.6,0.25,3,reviewed,nn,nn
2020-05-15T11:09:09.140Z,38.1406,-117.9952,10.8,4.1,ml,10,84.4,0.318,0.1526,nn,nn00725277,2020-05-22T14:46:12.110Z,"29 km SSE of Mina, Nevada",earthquake,,1.8,0.03,2,reviewed,nn,nn
2020-05-15T11:03:27.354Z,38.1589,-117.8749,2.8,6.5,ml,29,54.93,0.352,0.1847,nn,nn00725272,2020-05-28T11:13:30.168Z,"Monte Cristo Range Earthquake",earthquake,1.31,1.8,0.18,6,reviewed,nn,nn
2020-05-15T10:58:31.589Z,36.36266667,-98.14933333,6.67,2.58,ml,97,67,0,0.22,ok,ok2020jnmq,2020-05-15T12:39:26.354Z,"23km SSE of Helena, Oklahoma",earthquake,,0.4,0.22,45,reviewed,ok,ok
2020-05-15T10:50:44.381Z,-21.6384,-179.364,597.89,5.1,mww,,35,4.574,0.88,us,us70009gii,2020-05-16T15:39:23.495Z,"129km SSW of Ndoi Island, Fiji",earthquake,9.7,5.8,0.093,11,reviewed,us,us
2020-05-15T10:02:34.270Z,55.9624,-149.7919,10,2.8,ml,,268,2.309,1.13,us,us70009l82,2020-05-21T06:10:47.040Z,"238 km SE of Chiniak, Alaska",earthquake,4.8,2,0.062,34,reviewed,us,us
2020-05-15T09:58:30.810Z,19.5235,-156.3786667,10.47,2.87,ml,56,237,0.3647,0.21,hv,hv71514072,2020-05-16T02:10:23.210Z,"45km WSW of Kailua-Kona, Hawaii",earthquake,0.9,1.25,0.191,33,reviewed,hv,hv
2020-05-15T09:06:01.620Z,18.9493,-67.9896,71,3.42,md,20,176,0.7613,0.58,pr,pr2020136016,2020-05-18T14:42:46.162Z,"45km E of Punta Cana, Dominican Republic",earthquake,3.3,4.31,0.12,15,reviewed,pr,pr
2020-05-15T08:57:17.710Z,17.9355,-66.928,8,2.6,md,18,208,0.0628,0.14,pr,pr2020136013,2020-05-17T21:44:07.294Z,"4km SSW of Guanica, Puerto Rico",earthquake,0.52,0.7,0.2,12,reviewed,pr,pr
2020-05-15T08:21:05.590Z,19.2118333,-155.1823333,30.89,2.76,ml,59,199,0.07977,0.12,hv,hv71513927,2020-05-26T11:43:37.040Z,"26km SSE of Volcano, Hawaii",earthquake,0.44,0.45,0.167,30,reviewed,hv,hv
2020-05-15T08:21:00.700Z,36.4576667,-117.978,6.44,2.58,ml,37,78,0.08426,0.19,ci,ci39200959,2020-05-26T11:42:40.040Z,"16km SSE of Lone Pine, CA",earthquake,0.22,0.59,0.132,25,reviewed,ci,ci
